trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,treatments
19,12008194,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['various']
19,12047143,Not PM,,,,,,,,,[]
19,12050677,Not PM,,,,,,,,,[]
19,12074327,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,12100028,Not PM,,,,,,,,,[]
19,12214266,Not PM,,,,,,,,,[]
19,12374283,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,12405911,Not PM,,,,,,,,,[]
19,12435858,Human PM,Not Disease,Different Variant,ERBB2 amplification,,,,,Not Discussed,['docetaxel']
19,12526770,Not PM,,,,,,,,,[]
19,12527905,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,12571082,Not PM,,,,,,,,,[]
19,12587379,Not PM,,,,,,,,,[]
19,12620973,Not PM,,,,,,,,,[]
19,12631396,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,"['cyclophosphamide', 'fluorouracil', 'tamoxifen', 'various']"
19,12631589,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,12632503,Not PM,,,,,,,,,[]
19,12767065,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,12829898,Not PM,,,,,,,,,[]
19,12844284,Not PM,,,,,,,,,[]
19,1285215,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,12942124,Not PM,,,,,,,,,[]
19,12950413,Not PM,,,,,,,,,[]
19,1300765,Not PM,,,,,,,,,[]
19,1349430,Not PM,,,,,,,,,[]
19,1351679,Not PM,,,,,,,,,[]
19,1352439,Not PM,,,,,,,,,[]
19,1360230,Not PM,,,,,,,,,[]
19,13680193,Not PM,,,,,,,,,[]
19,14504105,Not PM,,,,,,,,,[]
19,14613025,Not PM,,,,,,,,,[]
19,14633326,Not PM,,,,,,,,,[]
19,14664140,Not PM,,,,,,,,,[]
19,14668544,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,14669907,Not PM,,,,,,,,,[]
19,14685781,Human PM,More General,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,14687789,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,14687790,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,"['Herceptin', 'trastuzumab']"
19,14696118,Not PM,,,,,,,,,[]
19,14749494,Not PM,,,,,,,,,[]
19,14750183,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,14751135,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,['trastuzumab']
19,1486840,Not PM,,,,,,,,,[]
19,14988743,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,15034864,Not PM,,,,,,,,,[]
19,15104221,Not PM,,,,,,,,,[]
19,15120910,Not PM,,,,,,,,,[]
19,15143080,Not PM,,,,,,,,,[]
19,15143334,Not PM,,,,,,,,,[]
19,15153332,Not PM,,,,,,,,,[]
19,15185348,Not PM,,,,,,,,,[]
19,15269135,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,"['Aromasin', 'Femara']"
19,15292386,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,"['cyclophosphamide', 'epirubicin', 'paclitaxel']"
19,15298722,Human PM,More General,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15300809,Not PM,,,,,,,,,[]
19,15329912,Not PM,,,,,,,,,[]
19,15385723,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15476264,Not PM,,,,,,,,,[]
19,15480783,Not PM,,,,,,,,,[]
19,15493579,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15511476,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15555209,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15571614,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15585615,Not PM,,,,,,,,,[]
19,15589595,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,['tyrosine kinase inhibitor']
19,15604253,Not PM,,,,,,,,,[]
19,15613459,Not PM,,,,,,,,,[]
19,15632176,Not PM,,,,,,,,,[]
19,15640503,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,"['5-fluorouracil', 'fluorouracil']"
19,15641483,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['irinotecan']
19,15655420,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,"['anti-angiogenic agents', 'topoisomerase i inhibitors']"
19,15684311,Human PM,More General,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15687687,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15733268,Not PM,,,,,,,,,[]
19,15735564,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,15741050,Not PM,,,,,,,,,[]
19,15743682,Animal PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,15757908,Not PM,,,,,,,,,[]
19,15888451,Not PM,,,,,,,,,[]
19,15948002,Human PM,More General,Exact,ERBB2 amplification,,,,,Not Discussed,['tumor vaccines']
19,15994962,Not PM,,,,,,,,,[]
19,16053920,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,16096014,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,16137437,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,"['epirubicin', 'fluorouracil', 'methotrexate']"
19,16163605,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,16168106,Human PM,More General,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,16251637,Not PM,,,,,,,,,[]
19,16309427,Not PM,,,,,,,,,[]
19,16379552,Not PM,,,,,,,,,[]
19,16391868,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,16397255,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['tyrosine kinase inhibitor']
19,16445625,Not PM,,,,,,,,,[]
19,16507217,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,16510606,Not PM,,,,,,,,,[]
19,16601278,Not PM,,,,,,,,,[]
19,16607561,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,16639561,Not PM,,,,,,,,,[]
19,16677730,Not PM,,,,,,,,,[]
19,16678784,Not PM,,,,,,,,,[]
19,16681853,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,16704528,Not PM,,,,,,,,,[]
19,1671531,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,16720293,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,16724315,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,16740703,Not PM,,,,,,,,,[]
19,16770086,Not PM,,,,,,,,,[]
19,16803682,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,16883574,Not PM,,,,,,,,,[]
19,16919105,Not PM,,,,,,,,,[]
19,16947041,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,"['Herceptin', 'endocrine therapy', 'monoclonal antibodies']"
19,16978400,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17001161,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17033924,Not PM,,,,,,,,,[]
19,17059835,Not PM,,,,,,,,,[]
19,17060407,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,17144522,Not PM,,,,,,,,,[]
19,17154178,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17164780,Not PM,,,,,,,,,[]
19,17216011,Not PM,,,,,,,,,[]
19,17221157,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17234795,Not PM,,,,,,,,,[]
19,1726578,Not PM,,,,,,,,,[]
19,17311002,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17355785,Not PM,,,,,,,,,[]
19,17369913,Not PM,,,,,,,,,[]
19,1737370,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17431415,Not PM,,,,,,,,,[]
19,17593628,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17636396,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17636399,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17636424,Not PM,,,,,,,,,[]
19,17699716,Animal PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,17918158,Not PM,,,,,,,,,[]
19,17928597,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,18059397,Not PM,,,,,,,,,[]
19,18084614,Not PM,,,,,,,,,[]
19,18220746,Not PM,,,,,,,,,[]
19,18326857,Not PM,,,,,,,,,[]
19,18377873,Not PM,,,,,,,,,[]
19,18413839,Not PM,,,,,,,,,[]
19,18424279,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,18563552,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,18583876,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,18588872,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,18593999,Not PM,,,,,,,,,[]
19,18609187,Not PM,,,,,,,,,[]
19,18618485,Not PM,,,,,,,,,[]
19,18644254,Not PM,,,,,,,,,[]
19,18662380,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,18702822,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,18751705,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,18768436,Not PM,,,,,,,,,[]
19,18769124,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,18787015,Not PM,,,,,,,,,[]
19,18839030,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,18931700,Not PM,,,,,,,,,[]
19,18999885,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,19075865,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,19077306,Not PM,,,,,,,,,[]
19,19102009,Not PM,,,,,,,,,[]
19,19111388,Not PM,,,,,,,,,[]
19,19118499,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,19156142,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,19188171,Not PM,,,,,,,,,[]
19,19201770,Not PM,,,,,,,,,[]
19,19226453,Not PM,,,,,,,,,[]
19,19261255,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,19262900,Not PM,,,,,,,,,[]
19,19272639,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,19276186,Not PM,,,,,,,,,[]
19,19317276,Not PM,,,,,,,,,[]
19,19331129,Not PM,,,,,,,,,[]
19,19331154,Not PM,,,,,,,,,[]
19,1933888,Not PM,,,,,,,,,[]
19,19401546,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,19408071,Not PM,,,,,,,,,[]
19,19422077,Not PM,,,,,,,,,[]
19,19424877,Not PM,,,,,,,,,[]
19,19472191,Not PM,,,,,,,,,[]
19,19536776,Not PM,,,,,,,,,[]
19,19561085,Not PM,,,,,,,,,[]
19,19581734,Not PM,,,,,,,,,[]
19,19691458,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,1970690,Not PM,,,,,,,,,[]
19,1977466,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,19781441,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,19789347,Not PM,,,,,,,,,[]
19,19793713,Not PM,,,,,,,,,[]
19,19797898,Not PM,,,,,,,,,[]
19,1980125,Not PM,,,,,,,,,[]
19,19876926,Animal PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,19881546,Not PM,,,,,,,,,[]
19,19945923,Not PM,,,,,,,,,[]
19,20002770,Not PM,,,,,,,,,[]
19,20056314,Not PM,,,,,,,,,[]
19,20068093,Not PM,,,,,,,,,[]
19,20079691,Not PM,,,,,,,,,[]
19,20113825,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,2012108,Not PM,,,,,,,,,[]
19,20176048,Not PM,,,,,,,,,[]
19,20179677,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,20208477,Not PM,,,,,,,,,[]
19,20217132,Not PM,,,,,,,,,[]
19,20371687,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,20413299,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,20428814,Not PM,,,,,,,,,[]
19,20518902,Not PM,,,,,,,,,[]
19,20520810,Not PM,,,,,,,,,[]
19,20521754,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,20530441,Not PM,,,,,,,,,[]
19,20563851,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,20656317,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['trastuzumab']
19,20727344,Not PM,,,,,,,,,[]
19,20728210,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,"['Trastuzumab', 'cisplatin', 'fluorouracil']"
19,20811704,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,"['5-Fluorouracil', 'Fluorouracil', 'fluorouracil', 'trastuzumab']"
19,20815042,Not PM,,,,,,,,,[]
19,20842917,Not PM,,,,,,,,,[]
19,20848547,Not PM,,,,,,,,,[]
19,20878083,Not PM,,,,,,,,,[]
19,20953721,Not PM,,,,,,,,,[]
19,21088150,Not PM,,,,,,,,,[]
19,21264761,Not PM,,,,,,,,,[]
19,21318160,Not PM,,,,,,,,,[]
19,21340604,Not PM,,,,,,,,,[]
19,21353324,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,21370008,Not PM,,,,,,,,,[]
19,2153396,Human PM,More General,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,21556521,Not PM,,,,,,,,,[]
19,21556627,Not PM,,,,,,,,,[]
19,21566428,Not PM,,,,,,,,,[]
19,21590373,Not PM,,,,,,,,,[]
19,21597764,Not PM,,,,,,,,,[]
19,21598239,Not PM,,,,,,,,,[]
19,21673876,Not PM,,,,,,,,,[]
19,21689422,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,21708009,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,21734419,Not PM,,,,,,,,,[]
19,21749294,Not PM,,,,,,,,,[]
19,21792012,Not PM,,,,,,,,,[]
19,21821674,Not PM,,,,,,,,,[]
19,21830278,Not PM,,,,,,,,,[]
19,21859500,Not PM,,,,,,,,,[]
19,21896992,Not PM,,,,,,,,,[]
19,21917518,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,21951856,Not PM,,,,,,,,,[]
19,21953249,Not PM,,,,,,,,,[]
19,21997695,Not PM,,,,,,,,,[]
19,22028422,Not PM,,,,,,,,,[]
19,22046346,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,22070864,Not PM,,,,,,,,,[]
19,22104393,Not PM,,,,,,,,,[]
19,22153896,Not PM,,,,,,,,,[]
19,22199994,Not PM,,,,,,,,,[]
19,22200761,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,22217347,Not PM,,,,,,,,,[]
19,22218925,Not PM,,,,,,,,,[]
19,22267755,Not PM,,,,,,,,,[]
19,2229991,Not PM,,,,,,,,,[]
19,22461093,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,22482406,Not PM,,,,,,,,,[]
19,22534547,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,22581829,Not PM,,,,,,,,,[]
19,22586301,Not PM,,,,,,,,,[]
19,22586650,Not PM,,,,,,,,,[]
19,22648541,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,22751462,Not PM,,,,,,,,,[]
19,22828828,Not PM,,,,,,,,,[]
19,22845480,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,22876036,Not PM,,,,,,,,,[]
19,22899293,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,22972589,Not PM,,,,,,,,,[]
19,22975353,Not PM,,,,,,,,,[]
19,22984537,Not PM,,,,,,,,,[]
19,23020132,Not PM,,,,,,,,,[]
19,23074514,Not PM,,,,,,,,,[]
19,23180014,Not PM,,,,,,,,,[]
19,23197571,Not PM,,,,,,,,,[]
19,23238628,Not PM,,,,,,,,,[]
19,23288344,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,23334330,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,23373092,Not PM,,,,,,,,,[]
19,23404247,Not PM,,,,,,,,,[]
19,23421906,Not PM,,,,,,,,,[]
19,23471238,Not PM,,,,,,,,,[]
19,23473771,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,23513230,Not PM,,,,,,,,,[]
19,23516074,Not PM,,,,,,,,,[]
19,23557327,Not PM,,,,,,,,,[]
19,23613394,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,23661506,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,23720052,Not PM,,,,,,,,,[]
19,23739740,Not PM,,,,,,,,,[]
19,23745025,Not PM,,,,,,,,,[]
19,23797718,Not PM,,,,,,,,,[]
19,23814024,Not PM,,,,,,,,,[]
19,23818235,Not PM,,,,,,,,,[]
19,23846483,Not PM,,,,,,,,,[]
19,23851309,Not PM,,,,,,,,,[]
19,23915743,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,23993685,Not PM,,,,,,,,,[]
19,24007746,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24012800,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24063423,Not PM,,,,,,,,,[]
19,24123000,Not PM,,,,,,,,,[]
19,24123408,Not PM,,,,,,,,,[]
19,24166682,Not PM,,,,,,,,,[]
19,24168499,Not PM,,,,,,,,,[]
19,24186136,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24210073,Not PM,,,,,,,,,[]
19,24269963,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24292678,Not PM,,,,,,,,,[]
19,24311197,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24384723,Not PM,,,,,,,,,[]
19,24491355,Not PM,,,,,,,,,[]
19,24492513,Not PM,,,,,,,,,[]
19,24609222,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,24634416,Not PM,,,,,,,,,[]
19,24656976,Human PM,More General,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24659651,Not PM,,,,,,,,,[]
19,24668895,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24676216,Not PM,,,,,,,,,[]
19,24685132,Not PM,,,,,,,,,[]
19,24733427,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['various']
19,24754786,Not PM,,,,,,,,,[]
19,24764685,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24785285,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24841458,Not PM,,,,,,,,,[]
19,24846037,Not PM,,,,,,,,,[]
19,24879338,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24886126,Not PM,,,,,,,,,[]
19,24890382,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24903996,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,24957206,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,24970817,Not PM,,,,,,,,,[]
19,25003657,Not PM,,,,,,,,,[]
19,25077923,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,25081663,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,25145428,Not PM,,,,,,,,,[]
19,25242168,Not PM,,,,,,,,,[]
19,25257766,Not PM,,,,,,,,,[]
19,25261356,Not PM,,,,,,,,,[]
19,25285888,Not PM,,,,,,,,,[]
19,25293556,Not PM,,,,,,,,,[]
19,25311262,Not PM,,,,,,,,,[]
19,25320512,Not PM,,,,,,,,,[]
19,25349593,Not PM,,,,,,,,,[]
19,25364765,Not PM,,,,,,,,,[]
19,25389372,Not PM,,,,,,,,,[]
19,25414785,Not PM,,,,,,,,,[]
19,25421761,Not PM,,,,,,,,,[]
19,25435079,Not PM,,,,,,,,,[]
19,25524798,Not PM,,,,,,,,,[]
19,25531497,Not PM,,,,,,,,,[]
19,25557167,Not PM,,,,,,,,,[]
19,25576545,Not PM,,,,,,,,,[]
19,25596742,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,25667274,Not PM,,,,,,,,,[]
19,2571966,Not PM,,,,,,,,,[]
19,2572268,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,2573579,Human PM,More General,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,25743022,Not PM,,,,,,,,,[]
19,25820598,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,25879218,Not PM,,,,,,,,,[]
19,25900046,Not PM,,,,,,,,,[]
19,25915155,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,25956835,Not PM,,,,,,,,,[]
19,25973297,Not PM,,,,,,,,,[]
19,26001389,Not PM,,,,,,,,,[]
19,26022204,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,26071215,Not PM,,,,,,,,,[]
19,26210681,Not PM,,,,,,,,,[]
19,26243861,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,26243863,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,"['cetuximab', 'neratinib', 'trastuzumab']"
19,26244165,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Not Discussed,['trastuzumab']
19,26248137,Not PM,,,,,,,,,[]
19,26258407,Not PM,,,,,,,,,[]
19,26314265,Not PM,,,,,,,,,[]
19,26317310,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,26350141,Not PM,,,,,,,,,[]
19,26358790,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,26418832,Not PM,,,,,,,,,[]
19,26435392,Not PM,,,,,,,,,[]
19,26449765,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,"['cetuximab', 'lapatinib', 'trastuzumab']"
19,26514469,Not PM,,,,,,,,,[]
19,26580448,Not PM,,,,,,,,,[]
19,26622771,Not PM,,,,,,,,,[]
19,26631035,Not PM,,,,,,,,,[]
19,26645663,Not PM,,,,,,,,,[]
19,26657506,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['cetuximab']
19,26690310,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['trastuzumab']
19,26781438,Not PM,,,,,,,,,[]
19,26782702,Not PM,,,,,,,,,[]
19,26796903,Not PM,,,,,,,,,[]
19,26810187,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,26848271,Not PM,,,,,,,,,[]
19,26916897,Not PM,,,,,,,,,[]
19,26935861,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,26980732,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['panitumumab']
19,27002940,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Excludes,[]
19,27051585,Not PM,,,,,,,,,[]
19,27063727,Not PM,,,,,,,,,[]
19,27072259,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27203740,Not PM,,,,,,,,,[]
19,27207671,Not PM,,,,,,,,,[]
19,27220786,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27249602,Not PM,,,,,,,,,[]
19,27252416,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,['rociletinib']
19,27296289,Not PM,,,,,,,,,[]
19,27296403,Not PM,,,,,,,,,[]
19,27332557,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,"['bevacizumab', 'combinations', 'pembrolizumab', 'ramucirumab']"
19,27363335,Not PM,,,,,,,,,[]
19,27517322,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27521512,Not PM,,,,,,,,,[]
19,27553713,Animal PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27660891,Animal PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27737436,Not PM,,,,,,,,,[]
19,27765117,Not PM,,,,,,,,,[]
19,27791982,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27822820,Not PM,,,,,,,,,[]
19,27864121,Not PM,,,,,,,,,[]
19,27885439,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27900589,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27923043,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Not Discussed,[]
19,27926948,Not PM,,,,,,,,,[]
19,28006840,Not PM,,,,,,,,,[]
19,28040715,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Not Discussed,"['capecitabine', 'pertuzumab', 'trastuzumab', 'trastuzumab-DM1', 'trastuzumab-dm1']"
19,28055269,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,28133304,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Not Discussed,"['bevacizumab', 'panitumumab']"
19,28177873,Not PM,,,,,,,,,[]
19,28203297,Not PM,,,,,,,,,[]
19,28211519,Not PM,,,,,,,,,[]
19,28223103,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Not Discussed,['Cetuximab']
19,28352666,Not PM,,,,,,,,,[]
19,28352985,Not PM,,,,,,,,,[]
19,28363756,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,['cetuximab']
19,28369073,Not PM,,,,,,,,,[]
19,28504299,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Not Discussed,[]
19,28504690,Not PM,,,,,,,,,[]
19,28515486,Not PM,,,,,,,,,[]
19,28526245,Not PM,,,,,,,,,[]
19,28606453,Not PM,,,,,,,,,[]
19,28620194,Not PM,,,,,,,,,[]
19,28655252,Not PM,,,,,,,,,[]
19,28745120,Not PM,,,,,,,,,[]
19,28764718,Human PM,Exact,Exact,ERBB2 amplification,,,,,Not Discussed,[]
