trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc
19,NCT00059787,Not PM,,,,,,,,
19,NCT00062062,Not PM,,,,,,,,
19,NCT00069498,Not PM,,,,,,,,
19,NCT00073008,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT00075270,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00075439,Not PM,,,,,,,,
19,NCT00077233,Not PM,,,,,,,,
19,NCT00084513,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT00085202,Not PM,,,,,,,,
19,NCT00087256,Not PM,,,,,,,,
19,NCT00087360,Not PM,,,,,,,,
19,NCT00089999,Not PM,,,,,,,,
19,NCT00095563,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00096278,Not PM,,,,,,,,
19,NCT00098605,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00128622,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT00134680,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00148109,Not PM,,,,,,,,
19,NCT00155415,Not PM,,,,,,,,
19,NCT00162929,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00201331,Not PM,,,,,,,,
19,NCT00202111,Not PM,,,,,,,,
19,NCT00203866,Not PM,,,,,,,,
19,NCT00206427,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00206505,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT00217737,Not PM,,,,,,,,
19,NCT00227526,Not PM,,,,,,,,
19,NCT00228358,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00250419,Human PM,Exact,Exact,ERBB2 amplification,,,,,Matches
19,NCT00250874,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00253383,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00262808,Not PM,,,,,,,,
19,NCT00263237,Not PM,,,,,,,,
19,NCT00263588,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00281658,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00297596,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00313599,Not PM,,,,,,,,
19,NCT00319748,Not PM,,,,,,,,
19,NCT00320385,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00320411,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00321828,Not PM,,,,,,,,
19,NCT00336765,Not PM,,,,,,,,
19,NCT00338039,Not PM,,,,,,,,
19,NCT00338247,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00347919,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00355316,Not PM,,,,,,,,
19,NCT00356811,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00363012,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00364780,Not PM,,,,,,,,
19,NCT00367471,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00374322,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00387127,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT00397384,Not PM,,,,,,,,
19,NCT00399529,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00410618,Not PM,,,,,,,,
19,NCT00431704,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00437073,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00447226,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT00452140,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00453635,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00466700,Not PM,,,,,,,,
19,NCT00468585,Not PM,,,,,,,,
19,NCT00468910,Not PM,,,,,,,,
19,NCT00470782,Not PM,,,,,,,,
19,NCT00478140,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00486954,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT00490139,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00494611,Not PM,,,,,,,,
19,NCT00496808,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00508274,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00520975,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00522145,Not PM,,,,,,,,
19,NCT00526838,Not PM,,,,,,,,
19,NCT00535522,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT00536809,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT00538850,Not PM,,,,,,,,
19,NCT00545688,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00546156,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00549822,Not PM,,,,,,,,
19,NCT00551421,Not PM,,,,,,,,
19,NCT00553358,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00558103,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00590434,Not PM,,,,,,,,
19,NCT00604162,Not PM,,,,,,,,
19,NCT00637325,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00637702,Not PM,,,,,,,,
19,NCT00647530,Not PM,,,,,,,,
19,NCT00648102,Not PM,,,,,,,,
19,NCT00650910,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00654212,Not PM,,,,,,,,
19,NCT00680901,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT00692640,Not PM,,,,,,,,
19,NCT00704392,Not PM,,,,,,,,
19,NCT00705731,Not PM,,,,,,,,
19,NCT00709618,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00710736,Not PM,,,,,,,,
19,NCT00732745,Not PM,,,,,,,,
19,NCT00754494,Not PM,,,,,,,,
19,NCT00766220,Not PM,,,,,,,,
19,NCT00770809,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00777101,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00792363,Not PM,,,,,,,,
19,NCT00793546,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00810771,Not PM,,,,,,,,
19,NCT00818441,Not PM,,,,,,,,
19,NCT00820222,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00825734,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT00827684,Not PM,,,,,,,,
19,NCT00842257,Not PM,,,,,,,,
19,NCT00851110,Not PM,,,,,,,,
19,NCT00860691,Not PM,,,,,,,,
19,NCT00861120,Not PM,,,,,,,,
19,NCT00861627,Not PM,,,,,,,,
19,NCT00874146,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00875433,Not PM,,,,,,,,
19,NCT00892736,Not PM,,,,,,,,
19,NCT00898573,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00898781,Not PM,,,,,,,,
19,NCT00899509,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00902044,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00903565,Not PM,,,,,,,,
19,NCT00912275,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT00925652,Not PM,,,,,,,,
19,NCT00927680,Not PM,,,,,,,,
19,NCT00952939,Not PM,,,,,,,,
19,NCT00955188,Not PM,,,,,,,,
19,NCT00958737,Not PM,,,,,,,,
19,NCT00959946,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT00962312,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT00973739,Not PM,,,,,,,,
19,NCT00991003,Not PM,,,,,,,,
19,NCT00996762,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01011478,Not PM,,,,,,,,
19,NCT01012804,Not PM,,,,,,,,
19,NCT01015664,Not PM,,,,,,,,
19,NCT01050322,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01064349,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01066507,Not PM,,,,,,,,
19,NCT01068587,Not PM,,,,,,,,
19,NCT01082315,Not PM,,,,,,,,
19,NCT01086267,Not PM,,,,,,,,
19,NCT01099111,Not PM,,,,,,,,
19,NCT01103479,Not PM,,,,,,,,
19,NCT01114256,Not PM,,,,,,,,
19,NCT01130337,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01131234,Not PM,,,,,,,,
19,NCT01137994,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01138046,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01150045,Not PM,,,,,,,,
19,NCT01152853,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01158274,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01160094,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01161368,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01170754,Not PM,,,,,,,,
19,NCT01184482,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01187641,Not PM,,,,,,,,
19,NCT01189435,Not PM,,,,,,,,
19,NCT01191411,Not PM,,,,,,,,
19,NCT01191684,Not PM,,,,,,,,
19,NCT01192815,Not PM,,,,,,,,
19,NCT01194635,Not PM,,,,,,,,
19,NCT01196390,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01205217,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01216124,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01234831,Not PM,,,,,,,,
19,NCT01251926,Not PM,,,,,,,,
19,NCT01273168,Not PM,,,,,,,,
19,NCT01276899,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01277757,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01281696,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01306045,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01308086,Not PM,,,,,,,,
19,NCT01309607,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01310972,Not PM,,,,,,,,
19,NCT01319890,Not PM,,,,,,,,
19,NCT01320254,Not PM,,,,,,,,
19,NCT01326065,Not PM,,,,,,,,
19,NCT01328054,Not PM,,,,,,,,
19,NCT01332929,Not PM,,,,,,,,
19,NCT01333475,Not PM,,,,,,,,
19,NCT01337765,Not PM,,,,,,,,
19,NCT01355393,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01363232,Not PM,,,,,,,,
19,NCT01367028,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01384994,Not PM,,,,,,,,
19,NCT01386502,Not PM,,,,,,,,
19,NCT01386580,Not PM,,,,,,,,
19,NCT01390818,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01392352,Not PM,,,,,,,,
19,NCT01409343,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT01410708,Not PM,,,,,,,,
19,NCT01414933,Not PM,,,,,,,,
19,NCT01415479,Not PM,,,,,,,,
19,NCT01428414,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01439191,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01441128,Not PM,,,,,,,,
19,NCT01441596,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01443377,Not PM,,,,,,,,
19,NCT01445054,Human PM,More Specific,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01450319,Not PM,,,,,,,,
19,NCT01454479,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01462513,Not PM,,,,,,,,
19,NCT01472016,Not PM,,,,,,,,
19,NCT01477814,Not PM,,,,,,,,
19,NCT01479101,Not PM,,,,,,,,
19,NCT01487265,Not PM,,,,,,,,
19,NCT01495988,Not PM,,,,,,,,
19,NCT01504477,Not PM,,,,,,,,
19,NCT01522677,Not PM,,,,,,,,
19,NCT01528826,Not PM,,,,,,,,
19,NCT01547741,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01550055,Not PM,,,,,,,,
19,NCT01576666,Not PM,,,,,,,,
19,NCT01590719,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT01617915,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01622868,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01637194,Not PM,,,,,,,,
19,NCT01638533,Not PM,,,,,,,,
19,NCT01658358,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01662739,Not PM,,,,,,,,
19,NCT01676142,Not PM,,,,,,,,
19,NCT01693419,Not PM,,,,,,,,
19,NCT01701310,Not PM,,,,,,,,
19,NCT01723306,Not PM,,,,,,,,
19,NCT01730118,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT01744340,Not PM,,,,,,,,
19,NCT01750073,Not PM,,,,,,,,
19,NCT01769508,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01774851,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01778634,Not PM,,,,,,,,
19,NCT01779050,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01802320,Not PM,,,,,,,,
19,NCT01821105,Not PM,,,,,,,,
19,NCT01827267,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01832051,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01835925,Not PM,,,,,,,,
19,NCT01850654,Not PM,,,,,,,,
19,NCT01851369,Not PM,,,,,,,,
19,NCT01861691,Not PM,,,,,,,,
19,NCT01922583,Not PM,,,,,,,,
19,NCT01935934,Not PM,,,,,,,,
19,NCT01939847,Not PM,,,,,,,,
19,NCT01941173,Not PM,,,,,,,,
19,NCT01943786,Not PM,,,,,,,,
19,NCT01953926,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01978977,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT01999478,Not PM,,,,,,,,
19,NCT02000882,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02003209,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02004769,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02005094,Not PM,,,,,,,,
19,NCT02016326,Not PM,,,,,,,,
19,NCT02034981,Not PM,,,,,,,,
19,NCT02037048,Not PM,,,,,,,,
19,NCT02041507,Not PM,,,,,,,,
19,NCT02061332,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02066259,Not PM,,,,,,,,
19,NCT02073487,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02077998,Not PM,,,,,,,,
19,NCT02081742,Not PM,,,,,,,,
19,NCT02110329,Not PM,,,,,,,,
19,NCT02117817,Not PM,,,,,,,,
19,NCT02129556,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02134925,Not PM,,,,,,,,
19,NCT02140723,Not PM,,,,,,,,
19,NCT02151123,Not PM,,,,,,,,
19,NCT02157857,Not PM,,,,,,,,
19,NCT02168777,Not PM,,,,,,,,
19,NCT02172651,Not PM,,,,,,,,
19,NCT02192541,Not PM,,,,,,,,
19,NCT02224599,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT02226289,Not PM,,,,,,,,
19,NCT02251353,Not PM,,,,,,,,
19,NCT02272998,Not PM,,,,,,,,
19,NCT02274012,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02274753,Human PM,Exact,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT02278133,Not PM,,,,,,,,
19,NCT02281214,Not PM,,,,,,,,
19,NCT02286219,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT02289053,Not PM,,,,,,,,
19,NCT02289547,Not PM,,,,,,,,
19,NCT02293811,Not PM,,,,,,,,
19,NCT02301286,Not PM,,,,,,,,
19,NCT02315196,Not PM,,,,,,,,
19,NCT02324023,Not PM,,,,,,,,
19,NCT02335944,Not PM,,,,,,,,
19,NCT02342587,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Matches
19,NCT02348281,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT02358200,Not PM,,,,,,,,
19,NCT02360605,Not PM,,,,,,,,
19,NCT02364557,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT02366819,Not PM,,,,,,,,
19,NCT02381808,Not PM,,,,,,,,
19,NCT02386501,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT02387307,Not PM,,,,,,,,
19,NCT02392143,Not PM,,,,,,,,
19,NCT02393833,Not PM,,,,,,,,
19,NCT02394496,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02399943,Not PM,,,,,,,,
19,NCT02413853,Not PM,,,,,,,,
19,NCT02442349,Not PM,,,,,,,,
19,NCT02447419,Not PM,,,,,,,,
19,NCT02448173,Not PM,,,,,,,,
19,NCT02449538,Not PM,,,,,,,,
19,NCT02450123,Not PM,,,,,,,,
19,NCT02450136,Not PM,,,,,,,,
19,NCT02454933,Not PM,,,,,,,,
19,NCT02465060,Not PM,,,,,,,,
19,NCT02466906,Not PM,,,,,,,,
19,NCT02467582,Not PM,,,,,,,,
19,NCT02473653,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Matches
19,NCT02474355,Not PM,,,,,,,,
19,NCT02488694,Not PM,,,,,,,,
19,NCT02498613,Human PM,More Specific,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT02503631,Not PM,,,,,,,,
19,NCT02510118,Not PM,,,,,,,,
19,NCT02515734,Not PM,,,,,,,,
19,NCT02526836,Not PM,,,,,,,,
19,NCT02530593,Not PM,,,,,,,,
19,NCT02540850,Not PM,,,,,,,,
19,NCT02549430,Not PM,,,,,,,,
19,NCT02560194,Not PM,,,,,,,,
19,NCT02581475,Not PM,,,,,,,,
19,NCT02584244,Not PM,,,,,,,,
19,NCT02588261,Not PM,,,,,,,,
19,NCT02595645,Not PM,,,,,,,,
19,NCT02595905,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT02596113,Not PM,,,,,,,,
19,NCT02600949,Not PM,,,,,,,,
19,NCT02619942,Not PM,,,,,,,,
19,NCT02632448,Not PM,,,,,,,,
19,NCT02650375,Not PM,,,,,,,,
19,NCT02660034,Not PM,,,,,,,,
19,NCT02666755,Not PM,,,,,,,,
19,NCT02671045,Not PM,,,,,,,,
19,NCT02675829,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT02677389,Not PM,,,,,,,,
19,NCT02682589,Not PM,,,,,,,,
19,NCT02685046,Not PM,,,,,,,,
19,NCT02685657,Not PM,,,,,,,,
19,NCT02687490,Not PM,,,,,,,,
19,NCT02688907,Not PM,,,,,,,,
19,NCT02690480,Not PM,,,,,,,,
19,NCT02693535,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT02715531,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT02716116,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT02735798,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02736279,Not PM,,,,,,,,
19,NCT02761694,Not PM,,,,,,,,
19,NCT02767934,Not PM,,,,,,,,
19,NCT02774681,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT02779049,Not PM,,,,,,,,
19,NCT02780687,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT02783300,Not PM,,,,,,,,
19,NCT02784795,Not PM,,,,,,,,
19,NCT02788669,Not PM,,,,,,,,
19,NCT02789709,Not PM,,,,,,,,
19,NCT02804815,Not PM,,,,,,,,
19,NCT02811354,Not PM,,,,,,,,
19,NCT02852915,Not PM,,,,,,,,
19,NCT02877056,Not PM,,,,,,,,
19,NCT02882269,Not PM,,,,,,,,
19,NCT02886585,Not PM,,,,,,,,
19,NCT02889874,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Excludes
19,NCT02892123,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT02912052,Not PM,,,,,,,,
19,NCT02919644,Not PM,,,,,,,,
19,NCT02928120,Not PM,,,,,,,,
19,NCT02938481,Not PM,,,,,,,,
19,NCT02942706,Not PM,,,,,,,,
19,NCT02946359,Not PM,,,,,,,,
19,NCT02961374,Not PM,,,,,,,,
19,NCT02965950,Human PM,Not Disease,Missing Variant,ERBB2 amplification,,,,,Matches
19,NCT02998606,Not PM,,,,,,,,
19,NCT02999672,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03028831,Not PM,,,,,,,,
19,NCT03041532,Not PM,,,,,,,,
19,NCT03042013,Not PM,,,,,,,,
19,NCT03043313,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Matches
19,NCT03066206,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03084926,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT03086733,Not PM,,,,,,,,
19,NCT03106155,Not PM,,,,,,,,
19,NCT03106415,Human PM,Not Disease,Missing Variant,ERBB2 amplification,,,,,Matches
19,NCT03154190,Not PM,,,,,,,,
19,NCT03158571,Not PM,,,,,,,,
19,NCT03166904,Human PM,More General,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT03171636,Not PM,,,,,,,,
19,NCT03179904,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03181334,Not PM,,,,,,,,
19,NCT03198052,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT03207867,Not PM,,,,,,,,
19,NCT03211156,Not PM,,,,,,,,
19,NCT03225937,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Matches
19,NCT03230708,Not PM,,,,,,,,
19,NCT03239015,Not PM,,,,,,,,
19,NCT03252912,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03257124,Not PM,,,,,,,,
19,NCT03279198,Not PM,,,,,,,,
19,NCT03280511,Not PM,,,,,,,,
19,NCT03289962,Human PM,Not Disease,Missing Variant,ERBB2 amplification,,,,,Matches
19,NCT03314896,Not PM,,,,,,,,
19,NCT03321045,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03333265,Not PM,,,,,,,,
19,NCT03346005,Not PM,,,,,,,,
19,NCT03349983,Not PM,,,,,,,,
19,NCT03365882,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Matches
19,NCT03384940,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Matches
19,NCT03399110,Not PM,,,,,,,,
19,NCT03399487,Not PM,,,,,,,,
19,NCT03406858,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Excludes
19,NCT03410927,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT03416322,Not PM,,,,,,,,
19,NCT03418558,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Matches
19,NCT03425773,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03432741,Not PM,,,,,,,,
19,NCT03434418,Not PM,,,,,,,,
19,NCT03436563,Not PM,,,,,,,,
19,NCT03452774,Not PM,,,,,,,,
19,NCT03454919,Not PM,,,,,,,,
19,NCT03457896,Human PM,More Specific,Exact,ERBB2 amplification,,,,,Matches
19,NCT03466034,Not PM,,,,,,,,
19,NCT03466268,Not PM,,,,,,,,
19,NCT03472365,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT03473327,Not PM,,,,,,,,
19,NCT03484000,Not PM,,,,,,,,
19,NCT03484195,Not PM,,,,,,,,
19,NCT03532698,Not PM,,,,,,,,
19,NCT03543683,Not PM,,,,,,,,
19,NCT03558165,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Excludes
19,NCT03576963,Not PM,,,,,,,,
19,NCT03597204,Not PM,,,,,,,,
19,NCT03602079,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT03639337,Not PM,,,,,,,,
19,NCT03663062,Not PM,,,,,,,,
19,NCT03678883,Not PM,,,,,,,,
19,NCT03680560,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT03716518,Not PM,,,,,,,,
19,NCT03740256,Human PM,More General,Exact,ERBB2 amplification,,,,,Matches
19,NCT03754075,Not PM,,,,,,,,
19,NCT03765736,Not PM,,,,,,,,
19,NCT03786107,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03813784,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT03817411,Human PM,Not Disease,Missing Gene,ERBB2 amplification,,,,,Matches
19,NCT03820063,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03827044,Not PM,,,,,,,,
19,NCT03829462,Not PM,,,,,,,,
19,NCT03832621,Not PM,,,,,,,,
19,NCT03832855,Not PM,,,,,,,,
19,NCT03841110,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03841799,Not PM,,,,,,,,
19,NCT03883802,Not PM,,,,,,,,
19,NCT03889769,Not PM,,,,,,,,
19,NCT03896958,Not PM,,,,,,,,
19,NCT03925974,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03927898,Not PM,,,,,,,,
19,NCT03929666,Human PM,Not Disease,Exact,ERBB2 amplification,,,,,Matches
19,NCT03941639,Not PM,,,,,,,,
19,NCT03951389,Not PM,,,,,,,,
20,NCT00001468,Not PM,,,,,,,,
20,NCT00001806,Not PM,,,,,,,,
20,NCT00003322,Not PM,,,,,,,,
20,NCT00003736,Human PM,Not Disease,Exact,BRCA2,,,,,Excludes
20,NCT00004074,Human PM,Not Disease,Missing Gene,BRCA2,,,,,Not Discussed
20,NCT00005879,Human PM,Not Disease,Exact,BRCA2,,,,,Excludes
20,NCT00006425,Not PM,,,,,,,,
20,NCT00006981,Not PM,,,,,,,,
20,NCT00019331,Human PM,Not Disease,Missing Gene,BRCA2,,,,,Matches
20,NCT00027534,Not PM,,,,,,,,
20,NCT00031681,Human PM,Not Disease,Missing Gene,BRCA2,,,,,Excludes
20,NCT00032201,Not PM,,,,,,,,
20,NCT00058201,Not PM,,,,,,,,
20,NCT00084370,Human PM,Not Disease,Exact,BRCA2,,,,,Excludes
20,NCT00100321,Not PM,,,,,,,,
20,NCT00112580,Not PM,,,,,,,,
20,NCT00155896,Not PM,,,,,,,,
20,NCT00222898,Not PM,,,,,,,,
20,NCT00227617,Not PM,,,,,,,,
20,NCT00250484,Not PM,,,,,,,,
20,NCT00261456,Not PM,,,,,,,,
20,NCT00359320,Not PM,,,,,,,,
