trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
21,NCT01253837,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01264731,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01281722,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01300247,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01319565,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01324609,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01336270,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01340976,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01359956,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01369875,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01369888,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01416844,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01425749,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01436656,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01449279,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01453361,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01457937,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,NCT01462773,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01462903,Human PM,Not Disease,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01468818,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01469455,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01480154,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01480323,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01495572,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01507103,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01546571,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01566578,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01573494,Not PM,,,,,,,,,
21,NCT01585194,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01585415,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01585428,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01588847,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01604889,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01608594,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01610531,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01614301,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01636882,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01636960,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01657604,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01658553,Not PM,,,,,,,,,
21,NCT01659151,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01677975,Not PM,,,,,,,,,
21,NCT01681212,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01689974,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01708941,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01715077,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01720407,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01723813,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01740297,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01758588,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT01769222,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01773655,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01785316,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01789827,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01807182,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01814046,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01827111,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01849666,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01859845,Not PM,,,,,,,,,
21,NCT01861938,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01876212,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01883323,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01884129,Not PM,,,,,,,,,
21,NCT01897116,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01898039,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01902173,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01925118,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01942603,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01946373,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01952769,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,NCT01961115,Human PM,More Specific,Exact,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01968109,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01993654,Not PM,,,,,,,,,
21,NCT01993719,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT01996202,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02012751,Not PM,,,,,,,,,
21,NCT02027935,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02032810,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02063230,Not PM,,,,,,,,,
21,NCT02065063,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02068196,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02068586,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02094391,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02097225,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02111863,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02129075,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02133196,Human PM,Not Disease,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02142335,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02150863,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02155322,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02158520,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02162641,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02166788,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02206360,Not PM,,,,,,,,,
21,NCT02230306,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02236546,Not PM,,,,,,,,,
21,NCT02263508,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02278887,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02296879,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02301611,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02306850,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02309632,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02320305,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02335476,Not PM,,,,,,,,,
21,NCT02339987,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02350972,Human PM,More Specific,Exact,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02354690,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02355587,Not PM,,,,,,,,,
21,NCT02360579,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02375984,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02379195,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02385253,Not PM,,,,,,,,,
21,NCT02404441,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02407171,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02437305,Not PM,,,,,,,,,
21,NCT02452294,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02452424,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02470273,Not PM,,,,,,,,,
21,NCT02482090,Human PM,Not Disease,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,NCT02482532,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02489266,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02500576,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02501551,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02507076,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02528357,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02574533,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02599402,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02619058,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02621021,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02645149,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02650492,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02650986,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02652455,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02654938,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02676869,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02692976,Human PM,Not Disease,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02694965,Not PM,,,,,,,,,
21,NCT02704039,Not PM,,,,,,,,,
21,NCT02718911,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02738489,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02748564,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02771626,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02812693,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02817633,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02818023,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02818920,Human PM,Not Disease,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02819843,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02823405,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02828202,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02843386,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02848872,Human PM,Not Disease,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02875652,Not PM,,,,,,,,,
21,NCT02883933,Not PM,,,,,,,,,
21,NCT02897765,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02926053,Human PM,Not Disease,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02938728,Not PM,,,,,,,,,
21,NCT02947165,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02953782,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02957968,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02975700,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02978443,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT02982720,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT02990611,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT03003676,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT03021460,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT03026517,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT03028948,Not PM,,,,,,,,,
21,NCT03033485,Not PM,,,,,,,,,
21,NCT03034395,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT03050268,Not PM,,,,,,,,,
21,NCT03059667,Human PM,Not Disease,Exact,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,NCT03068624,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,NCT03080948,Not PM,,,,,,,,,
22,NCT00001144,Not PM,,,,,,,,,
22,NCT00001296,Not PM,,,,,,,,,
22,NCT00001439,Not PM,,,,,,,,,
22,NCT00001452,Not PM,,,,,,,,,
22,NCT00001503,Not PM,,,,,,,,,
22,NCT00001577,Not PM,,,,,,,,,
22,NCT00001683,Not PM,,,,,,,,,
22,NCT00001685,Not PM,,,,,,,,,
22,NCT00001705,Not PM,,,,,,,,,
22,NCT00001823,Not PM,,,,,,,,,
22,NCT00001832,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00002455,Not PM,,,,,,,,,
22,NCT00002535,Not PM,,,,,,,,,
22,NCT00002733,Not PM,,,,,,,,,
22,NCT00002845,Not PM,,,,,,,,,
22,NCT00002947,Not PM,,,,,,,,,
22,NCT00002973,Not PM,,,,,,,,,
22,NCT00003224,Not PM,,,,,,,,,
22,NCT00003229,Not PM,,,,,,,,,
22,NCT00003274,Not PM,,,,,,,,,
22,NCT00003308,Not PM,,,,,,,,,
22,NCT00003404,Not PM,,,,,,,,,
22,NCT00003444,Not PM,,,,,,,,,
22,NCT00003641,Not PM,,,,,,,,,
22,NCT00003715,Not PM,,,,,,,,,
22,NCT00004022,Not PM,,,,,,,,,
22,NCT00005781,Not PM,,,,,,,,,
22,NCT00016263,Not PM,,,,,,,,,
22,NCT00019175,Not PM,,,,,,,,,
22,NCT00025181,Not PM,,,,,,,,,
22,NCT00027807,Not PM,,,,,,,,,
22,NCT00034554,Not PM,,,,,,,,,
22,NCT00041808,Not PM,,,,,,,,,
22,NCT00045149,Not PM,,,,,,,,,
22,NCT00047879,Not PM,,,,,,,,,
22,NCT00059475,Not PM,,,,,,,,,
22,NCT00060528,Not PM,,,,,,,,,
22,NCT00062036,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00068003,Human PM,More General,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00071981,Not PM,,,,,,,,,
22,NCT00072345,Not PM,,,,,,,,,
22,NCT00074230,Not PM,,,,,,,,,
22,NCT00082914,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00085462,Not PM,,,,,,,,,
22,NCT00085488,Not PM,,,,,,,,,
22,NCT00085579,Not PM,,,,,,,,,
22,NCT00089219,Not PM,,,,,,,,,
22,NCT00091104,Not PM,,,,,,,,,
22,NCT00094653,Not PM,,,,,,,,,
22,NCT00096382,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00101257,Not PM,,,,,,,,,
22,NCT00107718,Not PM,,,,,,,,,
22,NCT00112216,Not PM,,,,,,,,,
22,NCT00116597,Human PM,More Specific,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00166985,Not PM,,,,,,,,,
22,NCT00168870,Not PM,,,,,,,,,
22,NCT00197522,Human PM,Not Disease,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00200577,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00204516,Not PM,,,,,,,,,
22,NCT00243529,Not PM,,,,,,,,,
22,NCT00264056,Not PM,,,,,,,,,
22,NCT00278018,Not PM,,,,,,,,,
22,NCT00287131,Not PM,,,,,,,,,
22,NCT00288938,Not PM,,,,,,,,,
22,NCT00289627,Not PM,,,,,,,,,
22,NCT00297895,Not PM,,,,,,,,,
22,NCT00302588,Not PM,,,,,,,,,
22,NCT00313508,Not PM,,,,,,,,,
22,NCT00314106,Not PM,,,,,,,,,
22,NCT00316901,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00317759,Not PM,,,,,,,,,
22,NCT00324727,Not PM,,,,,,,,,
22,NCT00328861,Human PM,Exact,Exact,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00329641,Not PM,,,,,,,,,
22,NCT00338377,Not PM,,,,,,,,,
22,NCT00339222,Not PM,,,,,,,,,
22,NCT00339404,Not PM,,,,,,,,,
22,NCT00342407,Not PM,,,,,,,,,
22,NCT00344799,Not PM,,,,,,,,,
22,NCT00346372,Not PM,,,,,,,,,
22,NCT00348088,Not PM,,,,,,,,,
22,NCT00365937,Not PM,,,,,,,,,
22,NCT00368615,Not PM,,,,,,,,,
22,NCT00390338,Not PM,,,,,,,,,
22,NCT00406120,Not PM,,,,,,,,,
22,NCT00406900,Not PM,,,,,,,,,
22,NCT00410462,Not PM,,,,,,,,,
22,NCT00432107,Not PM,,,,,,,,,
22,NCT00445783,Not PM,,,,,,,,,
22,NCT00446134,Not PM,,,,,,,,,
22,NCT00450593,Not PM,,,,,,,,,
22,NCT00462982,Not PM,,,,,,,,,
22,NCT00463892,Not PM,,,,,,,,,
22,NCT00471887,Not PM,,,,,,,,,
22,NCT00473343,Not PM,,,,,,,,,
22,NCT00485719,Not PM,,,,,,,,,
22,NCT00491244,Not PM,,,,,,,,,
22,NCT00492297,Not PM,,,,,,,,,
22,NCT00507325,Not PM,,,,,,,,,
22,NCT00509288,Not PM,,,,,,,,,
22,NCT00509496,Not PM,,,,,,,,,
22,NCT00510302,Not PM,,,,,,,,,
22,NCT00512889,Not PM,,,,,,,,,
22,NCT00513604,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00520299,Not PM,,,,,,,,,
22,NCT00526149,Not PM,,,,,,,,,
22,NCT00536029,Not PM,,,,,,,,,
22,NCT00542893,Not PM,,,,,,,,,
22,NCT00543205,Not PM,,,,,,,,,
22,NCT00586443,Not PM,,,,,,,,,
22,NCT00596362,Not PM,,,,,,,,,
22,NCT00598507,Not PM,,,,,,,,,
22,NCT00604136,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00610311,Human PM,Exact,Exact,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00612222,Not PM,,,,,,,,,
22,NCT00633516,Not PM,,,,,,,,,
22,NCT00636467,Not PM,,,,,,,,,
22,NCT00651157,Not PM,,,,,,,,,
22,NCT00665470,Not PM,,,,,,,,,
22,NCT00667641,Not PM,,,,,,,,,
22,NCT00671918,Not PM,,,,,,,,,
22,NCT00674947,Not PM,,,,,,,,,
22,NCT00675727,Not PM,,,,,,,,,
22,NCT00679289,Not PM,,,,,,,,,
22,NCT00680667,Not PM,,,,,,,,,
22,NCT00683358,Not PM,,,,,,,,,
22,NCT00722098,Not PM,,,,,,,,,
22,NCT00728793,Not PM,,,,,,,,,
22,NCT00745862,Not PM,,,,,,,,,
22,NCT00746746,Not PM,,,,,,,,,
22,NCT00758797,Not PM,,,,,,,,,
22,NCT00776945,Not PM,,,,,,,,,
22,NCT00816374,Not PM,,,,,,,,,
22,NCT00826995,Not PM,,,,,,,,,
22,NCT00847522,Not PM,,,,,,,,,
22,NCT00856388,Not PM,,,,,,,,,
22,NCT00863330,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00866177,Not PM,,,,,,,,,
22,NCT00871481,Not PM,,,,,,,,,
22,NCT00885534,Not PM,,,,,,,,,
22,NCT00892567,Human PM,Not Disease,Exact,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00897481,Not PM,,,,,,,,,
22,NCT00897546,Not PM,,,,,,,,,
22,NCT00898183,Not PM,,,,,,,,,
22,NCT00900302,Not PM,,,,,,,,,
22,NCT00924001,Not PM,,,,,,,,,
22,NCT00937300,Human PM,Not Disease,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT00937625,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Excludes,Not Discussed
22,NCT00942162,Not PM,,,,,,,,,
22,NCT00948480,Not PM,,,,,,,,,
22,NCT00961844,Not PM,,,,,,,,,
22,NCT00963664,Not PM,,,,,,,,,
22,NCT00996827,Not PM,,,,,,,,,
22,NCT01000259,Human PM,Not Disease,Exact,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT01005537,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT01005745,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT01010984,Not PM,,,,,,,,,
22,NCT01021059,Human PM,More Specific,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT01030432,Not PM,,,,,,,,,
22,NCT01032122,Not PM,,,,,,,,,
22,NCT01042366,Not PM,,,,,,,,,
22,NCT01053819,Not PM,,,,,,,,,
22,NCT01064713,Not PM,,,,,,,,,
22,NCT01082887,Human PM,Exact,Different Variant,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT01106040,Not PM,,,,,,,,,
22,NCT01118091,Human PM,Exact,Exact,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT01149343,Not PM,,,,,,,,,
22,NCT01160445,Not PM,,,,,,,,,
22,NCT01167998,Not PM,,,,,,,,,
22,NCT01189383,Not PM,,,,,,,,,
22,NCT01191034,Human PM,Exact,Exact,no tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
22,NCT01195181,Not PM,,,,,,,,,
22,NCT01209676,Not PM,,,,,,,,,
22,NCT01213732,Not PM,,,,,,,,,
22,NCT01236573,Human PM,Exact,Exact,no tumor infiltrating lymphocytes,,,,,Excludes,Not Discussed
22,NCT01245062,Not PM,,,,,,,,,
22,NCT01254617,Not PM,,,,,,,,,
22,NCT01259934,Not PM,,,,,,,,,
22,NCT01264731,Not PM,,,,,,,,,
22,NCT01273181,Not PM,,,,,,,,,
22,NCT01274338,Not PM,,,,,,,,,
22,NCT01281722,Not PM,,,,,,,,,
22,NCT01308294,Not PM,,,,,,,,,
22,NCT01324609,Not PM,,,,,,,,,
22,NCT01328106,Not PM,,,,,,,,,
