trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
20,25886620,Not PM,,,,,,,,,
20,25888143,Not PM,,,,,,,,,
20,25909218,Not PM,,,,,,,,,
20,25952101,Not PM,,,,,,,,,
20,25977337,Not PM,,,,,,,,,
20,25982612,Not PM,,,,,,,,,
20,26016703,Not PM,,,,,,,,,
20,26067933,Human PM,Not Disease,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,26075996,Not PM,,,,,,,,,
20,26116372,Human PM,Exact,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,26141621,Not PM,,,,,,,,,
20,26146664,Not PM,,,,,,,,,
20,26154183,Not PM,,,,,,,,,
20,26184795,Not PM,,,,,,,,,
20,26194695,Not PM,,,,,,,,,
20,26222081,Human PM,More General,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,26268762,Not PM,,,,,,,,,
20,26296643,Human PM,Exact,Exact,high tumor mutational burden,,,,,Matches,Matches
20,26304731,Human PM,More General,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Not Discussed
20,26305188,Not PM,,,,,,,,,
20,26308285,Not PM,,,,,,,,,
20,26310975,Not PM,,,,,,,,,
20,26353041,Not PM,,,,,,,,,
20,26426765,Not PM,,,,,,,,,
20,26432107,Human PM,More Specific,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,26493120,Not PM,,,,,,,,,
20,26498143,Not PM,,,,,,,,,
20,26503563,Not PM,,,,,,,,,
20,2654298,Not PM,,,,,,,,,
20,26558876,Not PM,,,,,,,,,
20,26562476,Not PM,,,,,,,,,
20,26569584,Not PM,,,,,,,,,
20,26597444,Not PM,,,,,,,,,
20,26642234,Not PM,,,,,,,,,
20,26645730,Not PM,,,,,,,,,
20,26655088,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,26669314,Not PM,,,,,,,,,
20,26683228,Not PM,,,,,,,,,
20,26693897,Not PM,,,,,,,,,
20,26769193,Not PM,,,,,,,,,
20,26794401,Not PM,,,,,,,,,
20,26818209,Not PM,,,,,,,,,
20,26819277,Not PM,,,,,,,,,
20,26822752,Not PM,,,,,,,,,
20,26843495,Not PM,,,,,,,,,
20,26869992,Not PM,,,,,,,,,
20,26870807,Not PM,,,,,,,,,
20,26877232,Not PM,,,,,,,,,
20,26933176,Not PM,,,,,,,,,
20,26940869,Not PM,,,,,,,,,
20,26960397,Human PM,Exact,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,26974966,Not PM,,,,,,,,,
20,26977879,Not PM,,,,,,,,,
20,27001570,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,27043866,Not PM,,,,,,,,,
20,27084650,Not PM,,,,,,,,,
20,27084652,Not PM,,,,,,,,,
20,27087056,Not PM,,,,,,,,,
20,27136543,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,27137746,Not PM,,,,,,,,,
20,27155448,Not PM,,,,,,,,,
20,2715653,Not PM,,,,,,,,,
20,27166403,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,27167702,Not PM,,,,,,,,,
20,27172390,Not PM,,,,,,,,,
20,27226502,Not PM,,,,,,,,,
20,27228422,Not PM,,,,,,,,,
20,27255157,Not PM,,,,,,,,,
20,27262710,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,27294607,Not PM,,,,,,,,,
20,27337801,Not PM,,,,,,,,,
20,27365105,Not PM,,,,,,,,,
20,27372293,Not PM,,,,,,,,,
20,27388037,Not PM,,,,,,,,,
20,27398650,Human PM,Exact,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,27403562,Not PM,,,,,,,,,
20,27430109,Not PM,,,,,,,,,
20,27472273,Not PM,,,,,,,,,
20,27570779,Not PM,,,,,,,,,
20,27574531,Not PM,,,,,,,,,
20,27581765,Not PM,,,,,,,,,
20,27590685,Not PM,,,,,,,,,
20,27602429,Not PM,,,,,,,,,
20,27642636,Animal PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,27645330,Not PM,,,,,,,,,
20,27645605,Human PM,Exact,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,27662339,Not PM,,,,,,,,,
20,27668208,Not PM,,,,,,,,,
20,27668225,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,27701080,Not PM,,,,,,,,,
20,27717298,Not PM,,,,,,,,,
20,27739435,Not PM,,,,,,,,,
20,27764796,Not PM,,,,,,,,,
20,27769635,Not PM,,,,,,,,,
20,2777011,Not PM,,,,,,,,,
20,2779897,Not PM,,,,,,,,,
20,2800446,Not PM,,,,,,,,,
20,2915498,Not PM,,,,,,,,,
20,2981601,Not PM,,,,,,,,,
20,3052397,Not PM,,,,,,,,,
20,313378,Not PM,,,,,,,,,
20,3139723,Not PM,,,,,,,,,
20,3355269,Not PM,,,,,,,,,
20,3423428,Not PM,,,,,,,,,
20,3444603,Not PM,,,,,,,,,
20,3510351,Not PM,,,,,,,,,
20,3596477,Not PM,,,,,,,,,
20,3700829,Not PM,,,,,,,,,
20,3781380,Not PM,,,,,,,,,
20,3816903,Not PM,,,,,,,,,
20,4088626,Not PM,,,,,,,,,
20,4160968,Not PM,,,,,,,,,
20,4255325,Not PM,,,,,,,,,
20,4334300,Not PM,,,,,,,,,
20,4429806,Not PM,,,,,,,,,
20,4945428,Not PM,,,,,,,,,
20,5057857,Not PM,,,,,,,,,
20,5389358,Not PM,,,,,,,,,
20,5479539,Not PM,,,,,,,,,
20,5579714,Not PM,,,,,,,,,
20,5700098,Not PM,,,,,,,,,
20,5844157,Not PM,,,,,,,,,
20,600244,Not PM,,,,,,,,,
20,6102285,Not PM,,,,,,,,,
20,6380710,Not PM,,,,,,,,,
20,639006,Not PM,,,,,,,,,
20,6415910,Not PM,,,,,,,,,
20,6479972,Not PM,,,,,,,,,
20,6486223,Not PM,,,,,,,,,
20,6832847,Not PM,,,,,,,,,
20,711277,Not PM,,,,,,,,,
20,7165327,Not PM,,,,,,,,,
20,7229180,Not PM,,,,,,,,,
20,7231613,Not PM,,,,,,,,,
20,7284014,Not PM,,,,,,,,,
20,7288952,Not PM,,,,,,,,,
20,7377794,Not PM,,,,,,,,,
20,7399925,Not PM,,,,,,,,,
20,7519127,Not PM,,,,,,,,,
20,7530984,Not PM,,,,,,,,,
20,7598554,Not PM,,,,,,,,,
20,7609394,Not PM,,,,,,,,,
20,7615363,Not PM,,,,,,,,,
20,7620344,Not PM,,,,,,,,,
20,7641260,Not PM,,,,,,,,,
20,7666916,Not PM,,,,,,,,,
20,7722014,Not PM,,,,,,,,,
20,7738369,Not PM,,,,,,,,,
20,775615,Not PM,,,,,,,,,
20,7763040,Not PM,,,,,,,,,
20,7836804,Not PM,,,,,,,,,
20,8042948,Not PM,,,,,,,,,
20,8043423,Not PM,,,,,,,,,
20,8092117,Not PM,,,,,,,,,
20,8174137,Not PM,,,,,,,,,
20,8219756,Not PM,,,,,,,,,
20,8362968,Not PM,,,,,,,,,
20,8366734,Not PM,,,,,,,,,
20,8386759,Not PM,,,,,,,,,
20,8467454,Not PM,,,,,,,,,
20,8529201,Not PM,,,,,,,,,
20,853903,Not PM,,,,,,,,,
20,8587494,Not PM,,,,,,,,,
20,8609858,Not PM,,,,,,,,,
20,8791276,Not PM,,,,,,,,,
20,8893601,Not PM,,,,,,,,,
20,8911113,Not PM,,,,,,,,,
20,8973034,Not PM,,,,,,,,,
20,902549,Not PM,,,,,,,,,
20,9070204,Not PM,,,,,,,,,
20,9070205,Not PM,,,,,,,,,
20,9205495,Not PM,,,,,,,,,
20,9371600,Not PM,,,,,,,,,
20,962991,Not PM,,,,,,,,,
20,9706348,Not PM,,,,,,,,,
20,9764812,Not PM,,,,,,,,,
20,9793521,Not PM,,,,,,,,,
20,9816314,Not PM,,,,,,,,,
20,9820172,Not PM,,,,,,,,,
20,AACR_2012-101,Not PM,,,,,,,,,
20,AACR_2012-2847,Not PM,,,,,,,,,
20,AACR_2012-4838,Not PM,,,,,,,,,
20,AACR_2013-1116,Not PM,,,,,,,,,
20,AACR_2013-2284,Not PM,,,,,,,,,
20,AACR_2013-4755,Not PM,,,,,,,,,
20,AACR_2014-3424,Not PM,,,,,,,,,
20,AACR_2015-1647,Not PM,,,,,,,,,
20,AACR_2015-2968,Human PM,More Specific,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2015-4057,Not PM,,,,,,,,,
20,AACR_2016-1409,Human PM,Exact,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2016-1424,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2016-1459,Not PM,,,,,,,,,
20,AACR_2016-2372,Not PM,,,,,,,,,
20,AACR_2016-3207,Animal PM,Exact,Exact,high tumor mutational burden,,,,,Excludes,Matches
20,AACR_2016-4363,Not PM,,,,,,,,,
20,AACR_2016-4388,Not PM,,,,,,,,,
20,AACR_2016-4511,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2017-1608,Not PM,,,,,,,,,
20,AACR_2017-1775,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2017-2666,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2017-2987,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2017-3814,Human PM,More General,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2017-5647,Not PM,,,,,,,,,
20,AACR_2017-571,Human PM,Exact,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,AACR_2017-754,Not PM,,,,,,,,,
20,ASCO_116129-132,Not PM,,,,,,,,,
20,ASCO_126159-144,Not PM,,,,,,,,,
20,ASCO_135051-144,Not PM,,,,,,,,,
20,ASCO_156995-172,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_162238-176,Not PM,,,,,,,,,
20,ASCO_163800-176,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_164825-176,Not PM,,,,,,,,,
20,ASCO_165008-176,Not PM,,,,,,,,,
20,ASCO_165676-176,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_167202-176,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_167383-176,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_168949-176,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_177495-194,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_182186-199,Human PM,More General,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_182196-199,Human PM,More General,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_182716-199,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_183525-199,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_183844-199,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_184572-199,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_185186-199,Human PM,More Specific,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_185966-199,Human PM,Exact,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_187678-199,Human PM,Exact,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_188568-199,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_189307-199,Human PM,More General,Exact,high tumor mutational burden,,,,,Matches,Matches
20,ASCO_190359-199,Human PM,Exact,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_190853-199,Human PM,More General,Exact,high tumor mutational burden,,,,,Matches,Matches
20,ASCO_193552-199,Human PM,More Specific,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_193578-199,Human PM,More Specific,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_194232-199,Human PM,More General,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_194346-199,Not PM,,,,,,,,,
20,ASCO_194590-199,Not PM,,,,,,,,,
20,ASCO_194715-199,Human PM,More General,Exact,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_194868-199,Human PM,More General,Missing Gene,high tumor mutational burden,,,,,Not Discussed,Matches
20,ASCO_34288-65,Not PM,,,,,,,,,
20,ASCO_35521-65,Not PM,,,,,,,,,
20,ASCO_43305-74,Not PM,,,,,,,,,
20,ASCO_52250-74,Not PM,,,,,,,,,
21,1000466,Not PM,,,,,,,,,
21,1000518,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,1000877,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10023678,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10023706,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10023888,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10024041,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10026927,Human PM,Exact,Missing Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10029704,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10030812,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,1003550,Animal PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,1003551,Animal PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,1004351,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10049939,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,1007359,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10150202,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10150303,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10340886,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,10400925,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10416604,Animal PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10437350,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,10501852,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Matches,Matches
21,10543156,Not PM,,,,,,,,,
21,10641744,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,10658910,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10766144,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,10778766,Human PM,More General,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,10826092,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,10833951,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,10841290,Not PM,,,,,,,,,
21,10850338,Animal PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,10918183,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11002761,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
21,11011118,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11207317,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,11221511,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11241315,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11350910,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11352421,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11389823,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11392882,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,11431374,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,1145351,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11503936,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,1153746,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,11565838,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,11585373,Human PM,Not Disease,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,11603392,Human PM,More Specific,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,11686036,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11730671,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,11745688,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,11747328,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,11896759,Not PM,,,,,,,,,
21,11950912,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,11973396,Not PM,,,,,,,,,
21,11983866,Not PM,,,,,,,,,
21,12077586,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,12100188,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,12183444,Human PM,More Specific,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,12384805,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,12396624,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,12421991,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,12470134,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,1250577,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,12556369,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,1264788,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,12682289,Human PM,More General,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,12690299,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,12747746,Animal PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,12779006,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,12819038,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,12843795,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,12888884,Animal PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,1302287,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,13052056,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,13056931,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,13118977,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,13120118,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,13138347,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,13138348,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,13201373,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,13210963,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,13227750,Not PM,,,,,,,,,
21,1339263,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,13438310,Not PM,,,,,,,,,
21,13467806,Not PM,,,,,,,,,
21,13489664,Animal PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,1352141,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,13560357,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,13850607,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,1399486,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,14003422,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,14048346,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,14191382,Not PM,,,,,,,,,
21,14373322,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,1445813,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,14760073,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,14791821,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,14814409,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,14966099,Not PM,,,,,,,,,
21,14984972,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,14996086,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,15057043,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,15223779,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
21,15258462,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,1532004,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,15413740,Not PM,,,,,,,,,
21,15471828,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,15512948,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,15577327,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,15585890,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,15665620,Human PM,More General,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,15725923,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,15735047,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,15865612,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,15871342,Not PM,,,,,,,,,
21,15906847,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,1591049,Human PM,More General,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,1591084,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,15967919,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,16034562,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,16086994,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,16110629,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,16135290,Not PM,,,,,,,,,
21,16136162,Human PM,More Specific,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,16187086,Human PM,More General,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,1619685,Not PM,,,,,,,,,
21,16315873,Human PM,More General,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Matches,Excludes
21,16372711,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,16374454,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,1642399,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,1642405,Human PM,Exact,Different Variant,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,1643427,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,16569355,Human PM,More Specific,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,16619456,Not PM,,,,,,,,,
21,16622680,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,16638394,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,16652198,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Matches,Not Discussed
21,1668533,Animal PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,16718269,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,16733870,Human PM,More Specific,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Excludes,Excludes
21,1676344,Human PM,Exact,Exact,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Matches
21,1680965,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Not Discussed
21,16822996,Human PM,Exact,Missing Gene,extensive tumor infiltrating lymphocytes,,,,,Not Discussed,Excludes
